2013,1,1,Announcement: A new journal from AIP Publishing—APL Materials,Mark M. Cassar,2013-06-28,2013-06-28,2013-07-18
2014,2,7,Non-equilibrium deposition of phase pure Cu2O thin films at reduced growth temperature,"Archana Subramaniyan, John D. Perkins, Ryan P. O’Hayre, Stephan Lany, Vladan Stevanovic, David S. Ginley, Andriy Zakutayev",2013-11-15,2014-01-30,2014-02-12
2014,2,8,Reduction of critical field for magnetic and orbital-ordering phase transition in impurity-substituted Nd0.45Sr0.55MnO3 crystal,"Y. Izuchi, M. Akaki, D. Akahoshi, H. Kuwahara",2013-11-12,2014-02-06,2014-02-13
2014,2,9,Equilibrium Cu-Ag nanoalloy structure formation revealed by in situ scanning transmission electron microscopy heating experiments,"Ping Lu, Michael Chandross, Timothy J. Boyle, Blythe G. Clark, Paul Vianco",2013-11-22,2014-02-02,2014-02-18
2014,2,10,Dramatically enhanced self-assembly of GeSi quantum dots with superior photoluminescence induced by the substrate misorientation,"Tong Zhou, Zhenyang Zhong",2013-12-29,2014-02-10,2014-02-21
2014,2,11,Focused-ion-beam induced damage in thin films of complex oxide BiFeO3,"W. Siemons, C. Beekman, J. D. Fowlkes, N. Balke, J. Z. Tischler, R. Xu, W. Liu, C. M. Gonzales, J. D. Budai, H. M. Christen",2013-09-18,2014-02-05,2014-02-27
2014,3,1,Research Update: Mesoporous sensor nanoarchitectonics,"Katsuhiko Ariga, Yusuke Yamauchi, Qingmin Ji, Yusuke Yonamine, Jonathan P. Hill",2014-02-11,2014-02-27,2014-03-14
2014,3,2,Thin films of the spin ice compound Ho2Ti2O7,"D. P. Leusink, F. Coneri, M. Hoek, S. Turner, H. Idrissi, G. Van Tendeloo, H. Hilgenkamp",2013-12-20,2014-02-14,2014-03-03
2014,3,3,Field-effect modulated Seebeck coefficient measurements in an organic polymer using a microfabricated on-chip architecture,"D. Venkateshvaran, A. J. Kronemeijer, J. Moriarty, D. Emin, H. Sirringhaus",2014-01-13,2014-02-19,2014-03-03
2014,3,4,Anomalous magneto-structural behavior of MnBi explained: A path towards an improved permanent magnet,"N. A. Zarkevich, L.-L. Wang, D. D. Johnson",2013-12-09,2014-02-19,2014-03-04
2014,3,5,Cerium reduction at the interface between ceria and yttria-stabilised zirconia and implications for interfacial oxygen non-stoichiometry,"Kepeng Song, Herbert Schmid, Vesna Srot, Elisa Gilardi, Giuliano Gregori, Kui Du, Joachim Maier, Peter A. van Aken",2013-12-10,2014-02-24,2014-03-06
2014,3,6,Growth of crystalline Al2O3 via thermal atomic layer deposition: Nanomaterial phase stabilization,"S. M. Prokes, M. B. Katz, M. E. Twigg",2013-12-13,2014-03-02,2014-03-12
2014,3,7,Neutron detection using boron gallium nitride semiconductor material,"Katsuhiro Atsumi, Yoku Inoue, Hidenori Mimura, Toru Aoki, Takayuki Nakano",2014-01-08,2014-02-28,2014-03-13
2014,3,8,Real-time reflectance-difference spectroscopy of GaAs molecular beam epitaxy homoepitaxial growth,"A. Lastras-Martínez, J. Ortega-Gallegos, L. E. Guevara-Macías, O. Nuñez-Olvera, R. E. Balderas-Navarro, L. F. Lastras-Martínez, L. A. Lastras-Montaño, M. A. Lastras-Montaño",2013-12-23,2014-03-04,2014-03-14
2014,3,9,Intrinsic nature of visible-light absorption in amorphous semiconducting oxides,"Youngho Kang, Hochul Song, Ho-Hyun Nahm, Sang Ho Jeon, Youngmi Cho, Seungwu Han",2013-12-18,2014-02-27,2014-03-17
2014,3,10,Role of interface structure and chemistry in resistive switching of NiO nanocrystals on SrTiO3,"Xuan Cheng, Jivika Sullaphen, Matthew Weyland, Hongwei Liu, Nagarajan Valanoor",2013-11-07,2014-03-13,2014-03-27
2014,3,11,Electrochemical deposition of iron sulfide thin films and heterojunction diodes with zinc oxide,"Shoichi Kawai, Ryuta Yamazaki, Susumu Sobue, Eiichi Okuno, Masaya Ichimura",2013-12-25,2014-03-10,2014-03-28
2014,4,1,Editorial: APL Materials referee acknowledgment for 2013,,2014-03-26,2014-03-28,2014-04-28
2014,4,2,Research Update: Physical and electrical characteristics of lead halide perovskites for solar cell applications,"Simon A. Bretschneider, Jonas Weickert, James A. Dorman, Lukas Schmidt-Mende",2014-02-24,2014-04-03,2014-04-23
2014,4,3,Tuning the electronic structure of SrTiO3/SrFeO3−x superlattices via composition and vacancy control,"Robert F. Berger, Daniel P. Broberg, Jeffrey B. Neaton",2014-01-13,2014-03-19,2014-04-01
2014,4,4,Anisotropic self-biased dual-phase low frequency magneto-mechano-electric energy harvesters with giant power densities,"Deepak Rajaram Patil, Yuan Zhou, Ju-Eun Kang, Nathan Sharpes, Dae-Yong Jeong, Yang-Do Kim, Kee Hoon Kim, Shashank Priya, Jungho Ryu",2014-01-20,2014-03-19,2014-04-02
2014,4,5,Magnetic state controllable critical temperature in epitaxial Ho/Nb bilayers,"Yuanzhou Gu, J. W. A. Robinson, M. Bianchetti, N. A. Stelmashenko, D. Astill, F. M. Grosche, J. L. MacManus-Driscoll, M. G. Blamire",2014-01-21,2014-03-21,2014-04-02
2014,4,6,Schottky contacts to In2O3,"H. von Wenckstern, D. Splith, F. Schmidt, M. Grundmann, O. Bierwagen, J. S. Speck",2014-01-08,2014-03-26,2014-04-04
2014,4,7,Growth strategies to control tapering in Ge nanowires,"P. Periwal, T. Baron, P. Gentile, B. Salem, F. Bassani",2014-02-14,2014-03-31,2014-04-08
2014,4,8,Anomalous epitaxial stability of (001) interfaces in ZrN/SiNx multilayers,"Naureen Ghafoor, Hans Lind, Ferenc Tasnádi, Igor A. Abrikosov, Magnus Odén",2014-02-20,2014-03-31,2014-04-14
2014,4,9,The Bain library: A Cu-Au buffer template for a continuous variation of lattice parameters in epitaxial films,"S. Kauffmann-Weiss, S. Hamann, L. Reichel, A. Siegel, V. Alexandrakis, R. Heller, L. Schultz, A. Ludwig, S. Fähler",2013-11-22,2014-03-27,2014-04-10
2014,4,10,Fabrication of highly spin-polarized Co2FeAl0.5Si0.5 thin-films,"M. Vahidi, J. A. Gifford, S. K. Zhang, S. Krishnamurthy, Z. G. Yu, L. Yu, M. Huang, C. Youngbull, T. Y. Chen, N. Newman",2014-01-30,2014-03-18,2014-04-15
2014,4,11,Magnetic degradation of thin film multilayers during ion milling,"J. C. Read, P. M. Braganca, N. Robertson, J. R. Childress",2014-01-02,2014-03-28,2014-04-18
2014,4,12,Vacuum ultraviolet field emission lamp utilizing KMgF3 thin film phosphor,"Masahiro Yanagihara, Mohd Zamri Yusop, Masaki Tanemura, Shingo Ono, Tomohito Nagami, Kentaro Fukuda, Toshihisa Suyama, Yuui Yokota, Takayuki Yanagida, Akira Yoshikawa",2014-03-03,2014-04-09,2014-04-22
2014,4,13,"Strongly enhanced vortex pinning from 4 to 77 K in magnetic fields up to 31 T in 15 mol.% Zr-added (Gd, Y)-Ba-Cu-O superconducting tapes","A. Xu, L. Delgado, N. Khatri, Y. Liu, V. Selvamanickam, D. Abraimov, J. Jaroszynski, F. Kametani, D. C. Larbalestier",2014-02-14,2014-04-10,2014-04-23
2014,4,14,On the mechanical performance and deformation of nanotwinned Ag,"T. A. Furnish, A. M. Hodge",2014-02-06,2014-04-15,2014-04-25
2014,4,15,Thermal conductivity of layered borides: The effect of building defects on the thermal conductivity of TmAlB4 and the anisotropic thermal conductivity of AlB2,"X. J. Wang, T. Mori, I. Kuzmych-Ianchuk, Y. Michiue, K. Yubuta, T. Shishido, Y. Grin, S. Okada, D. G. Cahill",2013-12-21,2014-04-08,2014-04-29
2014,5,1,Slanted n-ZnO/p-GaN nanorod arrays light-emitting diodes grown by oblique-angle deposition,"Ya-Ju Lee, Zu-Po Yang, Fang-Yuh Lo, Jhih-Jhong Siao, Zhong-Han Xie, Yi-Lun Chuang, Tai-Yuan Lin, Jinn-Kong Sheu",2014-03-10,2014-04-22,2014-05-02
2014,5,2,Screening effects in ferroelectric resistive switching of BiFeO3 thin films,"S. Farokhipoor, B. Noheda",2014-02-03,2014-04-27,2014-05-12
2014,5,3,"Highly oriented, free-standing, superconducting NbN films growth on chemical vapor deposited graphene","Garima Saraswat, Priti Gupta, Arnab Bhattacharya, Pratap Raychaudhuri",2014-01-29,2014-04-27,2014-05-12
2014,5,4,Broad compositional tunability of indium tin oxide nanowires grown by the vapor-liquid-solid mechanism,"M. Zervos, C. N. Mihailescu, J. Giapintzakis, C. R. Luculescu, N. Florini, Ph. Komninou, J. Kioseoglou, A. Othonos",2014-03-14,2014-04-28,2014-05-12
2014,5,5,Role of chemical termination in edge contact to graphene,"Qun Gao, Jing Guo",2014-01-29,2014-05-01,2014-05-13
2014,5,6,Topological crystalline insulator PbxSn1-xTe thin films on SrTiO3 (001) with tunable Fermi levels,"Hua Guo, Chen-Hui Yan, Jun-Wei Liu, Zhen-Yu Wang, Rui Wu, Zhi-Dong Zhang, Li-Li Wang, Ke He, Xu-Cun Ma, Shuai-Hua Ji, Wen-Hui Duan, Xi Chen, Qi-Kun Xue",2013-12-03,2014-05-05,2014-05-15
2014,5,7,Dopant-site-dependent scattering by dislocations in epitaxial films of perovskite semiconductor BaSnO3,"Useong Kim, Chulkwon Park, Taewoo Ha, Rokyeon Kim, Hyo Sik Mun, Hoon Min Kim, Hyung Joon Kim, Tai Hoon Kim, Namwook Kim, Jaejun Yu, Kee Hoon Kim, Jae Hoon Kim, Kookrin Char",2013-11-15,2014-04-24,2014-05-19
2014,5,8,Physically and chemically stable ionic liquid-infused textured surfaces showing excellent dynamic omniphobicity,"Daniel F. Miranda, Chihiro Urata, Benjamin Masheder, Gary J. Dunderdale, Makoto Yagihashi, Atsushi Hozumi",2014-03-23,2014-05-05,2014-05-19
2014,5,9,Synthesis of rock-salt type lithium borohydride and its peculiar Li+ ion conduction properties,"R. Miyazaki, H. Maekawa, H. Takamura",2014-03-17,2014-05-05,2014-05-20
2014,6,1,Ferroelectric switching in epitaxial GeTe films,"A. V. Kolobov, D. J. Kim, A. Giussani, P. Fons, J. Tominaga, R. Calarco, A. Gruverman",2013-12-25,2014-05-26,2014-06-06
2014,6,2,The thermal conductivity of clustered nanocolloids,"Saba Lotfizadeh, Tapan Desai, Themis Matsoukas",2014-03-30,2014-05-21,2014-06-09
2014,6,3,Anomalous effect due to oxygen vacancy accumulation below the electrode in bipolar resistance switching Pt/Nb:SrTiO3 cells,"Shinbuhm Lee, Jae Sung Lee, Jong-Bong Park, Yong Koo Kyoung, Myoung-Jae Lee, Tae Won Noh",2014-03-16,2014-06-09,2014-06-19
2014,6,4,Origin of high propagation loss in electrospun polymer nanofibers,"Yuya Ishii, Shota Satozono, Ryohei Kaminose, Mitsuo Fukuda",2014-03-03,2014-06-06,2014-06-19
2014,6,5,Prestrain relaxation in non-covalently modified ethylene-vinyl acetate | PyChol | multiwall carbon nanotube nanocomposites,"A. D. Winter, C. Jaye, D. Fischer, M. Omastová, E. M. Campo",2014-03-13,2014-06-08,2014-06-23
2014,6,6,The atomic structure and chemistry of Fe-rich steps on antiphase boundaries in Ti-doped Bi0.9Nd0.15FeO3,"Ian MacLaren, LiQiu Wang, Alan J. Craven, Quentin M. Ramasse, Bernhard Schaffer, Kambiz Kalantari, Ian M. Reaney",2014-05-02,2014-06-10,2014-06-23
2014,7,1,Editorial: Defining materials science: A vision from APL Materials,Judith MacManus-Driscoll,2014-06-27,2014-07-01,2014-07-28
2014,7,2,Research Update: Retardation and acceleration of phase separation evaluated from observation of imbalance between structure and valence in LiFePO4/FePO4 electrode,"Kazuya Tokuda, Tomoya Kawaguchi, Katsutoshi Fukuda, Tetsu Ichitsubo, Eiichiro Matsubara",2014-04-16,2014-06-22,2014-07-03
2014,7,3,Transport in ZnCoO thin films with stable bound magnetic polarons,"Tim Kaspar, Jan Fiedler, Ilona Skorupa, Danilo Bürger, Oliver G. Schmidt, Heidemarie Schmidt",2014-04-13,2014-06-15,2014-07-01
2014,7,4,Influence of composition and substrate miscut on the evolution of {105}-terminated in-plane Si1−xGex quantum wires on Si(001),"H. Watzinger, M. Glaser, J. J. Zhang, I. Daruka, F. Schäffler",2014-05-08,2014-06-17,2014-07-01
2014,7,5,Li4FeH6: Iron-containing complex hydride with high gravimetric hydrogen density,"Hiroyuki Saitoh, Shigeyuki Takagi, Motoaki Matsuo, Yuki Iijima, Naruki Endo, Katsutoshi Aoki, Shin-ichi Orimo",2014-04-22,2014-06-18,2014-07-01
2014,7,6,Role of surface states and defects in the ultrafast nonlinear optical properties of CuS quantum dots,"K. A. Ann Mary, N. V. Unnikrishnan, Reji Philip",2014-04-04,2014-06-20,2014-07-01
2014,7,7,Evidence of second order transition induced by the porosity in the thermal conductivity of sintered metals,"Aïmen E. Gheribi, Jean-Laurent Gardarein, Fabrice Rigollet, Patrice Chartrand",2014-02-24,2014-06-20,2014-07-14
2014,7,8,Advanced Si solid phase crystallization for vertical channel in vertical NANDs,"Sangsoo Lee, Yong-Hoon Son, Kihyun Hwang, Yoo Gyun Shin, Euijoon Yoon",2014-05-08,2014-06-26,2014-07-14
2014,7,9,Reduction of thermal conductivity in porous “gray” materials,"Roland H. Tarkhanyan, Dimitris G. Niarchos",2014-03-31,2014-06-20,2014-07-15
2014,7,10,Surface modification with MK-2 organic dye in a ZnO/P3HT hybrid solar cell: Impact on device performance,"Yu Jin Kim, Tae Kyu An, Seung-Jeong Oh, Dae Sung Chung, Chan Eon Park",2014-04-10,2014-06-16,2014-07-16
2014,7,11,Simultaneous imaging of the ferromagnetic and ferroelectric structure in multiferroic heterostructures,"J. Unguris, S. R. Bowden, D. T. Pierce, M. Trassin, R. Ramesh, S.-W. Cheong, S. Fackler, I. Takeuchi",2014-06-12,2014-07-02,2014-07-18
2014,7,12,Inductive crystal field control in layered metal oxides with correlated electrons,"P. V. Balachandran, A. Cammarata, B. B. Nelson-Cheeseman, A. Bhattacharya, J. M. Rondinelli",2014-04-09,2014-07-07,2014-07-25
2014,7,13,Magnetic vortex evolution in self-assembled La0.7Sr0.3MnO3 nanoislands under in-plane magnetic field,"J. Zabaleta, M. Jaafar, A. Asenjo, S. Agramunt-Puig, N. Del-Valle, C. Navau, A. Sanchez, T. Puig, X. Obradors, N. Mestres",2014-04-04,2014-07-15,2014-07-28
2014,7,14,Anisotropic magnetoresistance of individual CoFeB and Ni nanotubes with values of up to 1.4% at room temperature,"Daniel Rüffer, Marlou Slot, Rupert Huber, Thomas Schwarze, Florian Heimbach, Gözde Tütüncüoglu, Federico Matteini, Eleonora Russo-Averchi, András Kovács, Rafal Dunin-Borkowski, Reza R. Zamani, Joan R. Morante, Jordi Arbiol, Anna Fontcuberta i Morral, Dirk Grundler",2014-03-25,2014-07-15,2014-07-30
2014,8,1,Pillar shape modulation in epitaxial BiFeO3–CoFe2O4 vertical nanocomposite films,"Dong Hun Kim, Nicolas M. Aimon, C. A. Ross",2014-06-27,2014-07-25,2014-08-14
2014,8,2,Preface: Special Topic on Perovskite Solar Cells,"Henry Snaith, Lukas Schmidt-Mende",2014-08-08,2014-08-12,2014-08-25
2014,8,3,Persistent photovoltage in methylammonium lead iodide perovskite solar cells,"A. Baumann, K. Tvingstedt, M. C. Heiber, S. Väth, C. Momblona, H. J. Bolink, V. Dyakonov",2014-04-30,2014-06-16,2014-06-25
2014,8,4,Parameters influencing the deposition of methylammonium lead halide iodide in hole conductor free perovskite-based solar cells,"Bat-El Cohen, Shany Gamliel, Lioz Etgar",2014-05-16,2014-06-17,2014-06-25
2014,8,5,Hole-transport material variation in fully vacuum deposited perovskite solar cells,"Lauren E. Polander, Paul Pahner, Martin Schwarze, Matthias Saalfrank, Christian Koerner, Karl Leo",2014-05-28,2014-06-30,2014-07-14
2014,8,6,Efficient methylammonium lead iodide perovskite solar cells with active layers from 300 to 900 nm,"C. Momblona, O. Malinkiewicz, C. Roldán-Carmona, A. Soriano, L. Gil-Escrig, E. Bandiello, M. Scheepers, E. Edri, H. J. Bolink",2014-05-01,2014-07-02,2014-07-16
2014,8,7,An easy-to-fabricate low-temperature TiO2 electron collection layer for high efficiency planar heterojunction perovskite solar cells,"B. Conings, L. Baeten, T. Jacobs, R. Dera, J. D’Haen, J. Manca, H.-G. Boyen",2014-04-30,2014-07-03,2014-07-16
2014,8,8,Molecular ferroelectric contributions to anomalous hysteresis in hybrid perovskite solar cells,"Jarvist M. Frost, Keith T. Butler, Aron Walsh",2014-05-08,2014-07-03,2014-07-21
2014,8,9,New iridium complex as additive to the spiro-OMeTAD in perovskite solar cells with enhanced stability,"Laura Badia, Elena Mas-Marzá, Rafael S. Sánchez, Eva M. Barea, Juan Bisquert, Iván Mora-Seró",2014-06-04,2014-07-07,2014-07-23
2014,8,10,Influence of the orientation of methylammonium lead iodide perovskite crystals on solar cell performance,"Pablo Docampo, Fabian C. Hanusch, Nadja Giesbrecht, Philipp Angloher, Alesja Ivanova, Thomas Bein",2014-05-25,2014-07-03,2014-07-25
2014,8,11,Role of the crystallization substrate on the photoluminescence properties of organo-lead mixed halides perovskites,"Michele De Bastiani, Valerio D’Innocenzo, Samuel D. Stranks, Henry J. Snaith, Annamaria Petrozza",2014-05-08,2014-06-30,2014-07-28
2014,8,12,Morphology-photovoltaic property correlation in perovskite solar cells: One-step versus two-step deposition of CH3NH3PbI3,"Jeong-Hyeok Im, Hui-Seon Kim, Nam-Gyu Park",2014-04-21,2014-07-14,2014-07-28
2014,8,13,Double functions of porous TiO2 electrodes on CH3NH3PbI3 perovskite solar cells: Enhancement of perovskite crystal transformation and prohibition of short circuiting,"Govindhasamy Murugadoss, Gai Mizuta, Soichiro Tanaka, Hitoshi Nishino, Tomokazu Umeyama, Hiroshi Imahori, Seigo Ito",2014-06-02,2014-07-18,2014-08-01
2014,8,14,Energy level alignment at the methylammonium lead iodide/copper phthalocyanine interface,"Shi Chen, Teck Wee Goh, Dharani Sabba, Julianto Chua, Nripan Mathews, Cheng Hon Alfred Huan, Tze Chien Sum",2014-05-17,2014-06-30,2014-08-05
2014,8,15,Charge carrier recombination channels in the low-temperature phase of organic-inorganic lead halide perovskite thin films,"Christian Wehrenfennig, Mingzhen Liu, Henry J. Snaith, Michael B. Johnston, Laura M. Herz",2014-05-22,2014-07-18,2014-08-06
2014,8,16,Bandgap calculations and trends of organometal halide perovskites,"Ivano E. Castelli, Juan María García-Lastra, Kristian S. Thygesen, Karsten W. Jacobsen",2014-04-30,2014-08-06,2014-08-26
2014,8,17,"Mechanical properties of hybrid organic-inorganic CH3NH3BX3 (B = Sn, Pb; X = Br, I) perovskites for solar cell absorbers",Jing Feng,2014-05-07,2014-06-16,2014-06-25
2014,8,18,Impact of the organic halide salt on final perovskite composition for photovoltaic applications,"David T. Moore, Hiroaki Sai, Kwan Wee Tan, Lara A. Estroff, Ulrich Wiesner",2014-05-02,2014-06-20,2014-07-07
2014,8,19,Gallium phosphide as a new material for anodically bonded atomic sensors,"Nezih Dural, Michael V. Romalis",2014-05-22,2014-07-16,2014-08-06
2014,8,20,Enhanced thermoelectric performance of In-substituted GeSb6Te10 with homologous structure,"Atsuko Kosuga, Kazuki Nakai, Mie Matsuzawa, Yousuke Fujii, Ryoji Funahashi, Takuya Tachizawa, Yoshiki Kubota, Kouichi Kifune",2014-06-16,2014-08-05,2014-08-19
2014,8,21,Strong pinning in very fast grown reactive co-evaporated GdBa2Cu3O7 coated conductors,"J. L. MacManus-Driscoll, M. Bianchetti, A. Kursumovic, G. Kim, W. Jo, H. Wang, J. H. Lee, G. W. Hong, S. H. Moon",2014-06-11,2014-08-06,2014-08-22
2014,8,22,Towards large size substrates for III-V co-integration made by direct wafer bonding on Si,"N. Daix, E. Uccelli, L. Czornomaz, D. Caimi, C. Rossel, M. Sousa, H. Siegwart, C. Marchiori, J. M. Hartmann, K.-T. Shiu, C.-W. Cheng, M. Krishnan, M. Lofaro, M. Kobayashi, D. Sadana, J. Fompeyrine",2014-05-23,2014-08-11,2014-08-25
2014,8,23,Reversible piezomagnetoelectric switching in bulk polycrystalline ceramics,"T. Stevenson, J. Bennett, A. P. Brown, T. Wines, A. J. Bell, R. I. Smith, T. P. Comyn",2014-06-22,2014-08-15,2014-08-28
2014,8,24,Probing the A1 to L1 transformation in FeCuPt using the first order reversal curve method,"Dustin A. Gilbert, Jung-Wei Liao, Liang-Wei Wang, June W. Lau, Timothy J. Klemmer, Jan-Ulrich Thiele, Chih-Huang Lai, Kai Liu",2014-07-15,2014-08-18,2014-08-28
2014,9,1,"Remnant PbI2, an unforeseen necessity in high-efficiency hybrid perovskite-based solar cells?a)","Duyen H. Cao, Constantinos C. Stoumpos, Christos D. Malliakas, Michael J. Katz, Omar K. Farha, Joseph T. Hupp, Mercouri G. Kanatzidis",2014-05-02,2014-08-26,2014-09-18
2014,9,2,Fully crystalline perovskite-perylene hybrid photovoltaic cell capable of 1.2 V output with a minimized voltage lossa),"Ayumi Ishii, Ajay Kumar Jena, Tsutomu Miyasaka",2014-04-30,2014-08-26,2014-09-19
